name	datetime	temp	feelslike	dew	humidity	precip	precipprob	preciptype	snow	snowdepth	windgust	windspeed	winddir	sealevelpressure	cloudcover	visibility	solarradiation	solarenergy	uvindex	severerisk	conditions	icon	stations
berlin	1992-07-07T18:00:00	24.1	24.1	9.6	39.74		0					13.4	351	1015.9	50	13.3					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-07T19:00:00	23.9	23.9	8.4	37.07		0					17	340	1015.7	50	13.7					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-07T20:00:00	23.5	23.5	8.2	37.53		0					14.2	341	1016.1	33	21.6					Partially cloudy	partly-cloudy-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-07T21:00:00	22.3	22.3	7.4	38.22		0					14.7	360	1016.3	30	13.7					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-07T22:00:00	21.1	21.1	7.8	42.26		0					12.9	31	1016.9	10	13.7					Clear	clear-night	10384099999,10389099999,10385099999
berlin	1992-07-07T23:00:00	19.4	19.4	8.5	49.32		0					26.1	39	1017.7	10	22.6					Clear	clear-night	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-08T00:00:00	18.2	18.2	8.8	54.12		0					21.6	59	1018.1	10	13					Clear	clear-night	10384099999,10389099999,10385099999
berlin	1992-07-08T01:00:00	17	17	9.2	59.8		0					19.3	65	1018.5	0	13					Clear	clear-night	10384099999,10389099999,10385099999
berlin	1992-07-08T02:00:00	16.3	16.3	9.4	63.63		0					17.1	70	1018.8	0	22.6					Clear	clear-night	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-08T03:00:00	13.1	13.1	10.1	82.01		0					7.2	20	1019.2		10					Clear	clear-night	10385099999
berlin	1992-07-08T04:00:00	14.3	14.3	8.1	66.25		0					18.4	72	1019.1	0	13.7					Clear	clear-night	10384099999,10389099999,10385099999
berlin	1992-07-08T05:00:00	13.8	13.8	7.7	66.72		0					10.8	76	1019.6	10	23.1					Clear	clear-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-08T06:00:00	13.9	13.9	6.9	63.03		0					9.3	66	1019.8	10	13.7					Clear	clear-day	10384099999,10389099999,10385099999
berlin	1992-07-08T07:00:00	15.1	15.1	7.5	60.73		0					7.2	60	1020.2	10	12.2					Clear	clear-day	10384099999,10389099999,10385099999
berlin	1992-07-08T08:00:00	17.2	17.2	8.3	55.57		0					2.3	77	1020.4	10	17					Clear	clear-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-08T09:00:00	18.6	18.6	8.5	51.67		0					4	159	1020.6	10	17					Clear	clear-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-08T10:00:00	20.5	20.5	9.5	49.37		0					0.8		1021	10	11.5					Clear	clear-day	10384099999,10389099999,10385099999
berlin	1992-07-08T11:00:00	22.1	22.1	9.4	44.31		0					0.6	109	1021.1	10	20					Clear	clear-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-08T12:00:00	24.2	24.2	9.1	38.35		0					4.9	160	1021	10	11.9					Clear	clear-day	10384099999,10389099999,10385099999
berlin	1992-07-08T13:00:00	24.9	24.9	8.8	35.98		0					3.6	242	1020.6	10	11.9					Clear	clear-day	10384099999,10389099999,10385099999
berlin	1992-07-08T14:00:00	25.8	25.8	8.9	34.24		0					7.1	171	1020.4	10	17.5					Clear	clear-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-08T15:00:00	26.4	26.4	8.5	32.16		0					9.8	174	1020	30	12.2					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-08T16:00:00	26.6	26.6	8.5	31.91		0					8	263	1019.3	30	17.3					Partially cloudy	partly-cloudy-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-08T17:00:00	27.4	26.7	8.3	29.91		0					8	251	1019	31.5	17.3					Partially cloudy	partly-cloudy-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-08T18:00:00	27.3	26.6	7.9	29.37		0					9.8	178	1018.9	30	11.9					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-08T19:00:00	26.9	26.4	8.5	31.31		0					7.4	180	1018.6	10	11.9					Clear	clear-day	10384099999,10389099999,10385099999
berlin	1992-07-08T20:00:00	26.4	26.4	7.9	30.95		0					10.6	169	1018.4	27	17.3					Partially cloudy	partly-cloudy-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-08T21:00:00	25.1	25.1	8.8	35.43		0					3.5	176	1018.6	10	12.2					Clear	clear-day	10384099999,10389099999,10385099999
berlin	1992-07-08T22:00:00	23.3	23.3	9.4	41.17		0					2.8	200	1018.9	10	11.5					Clear	clear-night	10384099999,10389099999,10385099999
berlin	1992-07-08T23:00:00	21.6	21.6	11	50.65		0					2.8	180	1019	10	17					Clear	clear-night	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-09T00:00:00	21.7	21.7	11.5	52.53		0					5.8	150	1019	0	11.1					Clear	clear-night	10384099999,10389099999,10385099999
berlin	1992-07-09T01:00:00	20.4	20.4	10	51.3		0					4.5	139	1018.9	0	11.5					Clear	clear-night	10384099999,10389099999,10385099999
berlin	1992-07-09T02:00:00	18.9	18.9	11.5	61.98		0					4.1	155	1018.7	0	17					Clear	clear-night	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-09T03:00:00	18.8	18.8	10.1	57.25		0					5.8	190	1018.4	0	11.1					Clear	clear-night	10384099999,10389099999,10385099999
berlin	1992-07-09T04:00:00	18.4	18.4	11.6	64.56		0					7.2	190	1018.4	0	10.7					Clear	clear-night	10384099999,10389099999,10385099999
berlin	1992-07-09T05:00:00	16.8	16.8	11.7	71.95		0					12.3	181	1018.4	0	14.7					Clear	clear-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-09T06:00:00	16.8	16.8	12.1	74.07		0					16.1	198	1018.4	0	11.1					Clear	clear-day	10384099999,10389099999,10385099999
berlin	1992-07-09T07:00:00	17.6	17.6	11.7	68.27		0					14.9	197	1018.2	0	10.7					Clear	clear-day	10384099999,10389099999,10385099999
berlin	1992-07-09T08:00:00	19	19	11	59.67		0					15.6	201	1018.4	8.5	15					Clear	clear-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-09T09:00:00	21.7	21.7	11.8	53.27		0					18.4	215	1018.1	8.5	15.3					Clear	clear-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-09T10:00:00	24.3	24.3	10.9	43.08		0					13.4	206	1017.9	0	11.1					Clear	clear-day	10384099999,10389099999,10385099999
berlin	1992-07-09T11:00:00	25.5	25.5	10.8	39.74		0					10.3	196	1017.5	10	14.9					Clear	clear-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-09T12:00:00	26.9	26.5	9.6	33.8		0					16.5	180	1017.1	30	11.5					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-09T13:00:00	27.4	26.8	9.9	33.35		0					16.2	184	1016.7	50	12.2					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-09T14:00:00	27.2	26.6	8.2	30.15		0					17.1	176	1016	41.5	15.5					Partially cloudy	partly-cloudy-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-09T15:00:00	27.8	27	9.1	30.89		0					16.5	157	1015.5	50	12.2					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-09T16:00:00	27.7	26.9	9.2	31.49		0					12.3	174	1014.9	40	16.1					Partially cloudy	partly-cloudy-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-09T17:00:00	28.1	27.1	8.4	28.85		0					10	172	1014.1	31.5	16.1					Partially cloudy	partly-cloudy-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-09T18:00:00	28.3	27.3	8.7	29.33		0					14.7	154	1013.4	40	12.2					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-09T19:00:00	27.3	26.6	8.6	30.86		0					8	167	1012.9	40	11.9					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-09T20:00:00	27.3	26.6	8.5	30.7		0					0.4	163	1012.4	40	16.4					Partially cloudy	partly-cloudy-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-09T21:00:00	26.5	26.5	8.8	32.67		0					7	136	1012.1	40	11.5					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-09T22:00:00	24.5	24.5	8.6	36.38		0					4.1	140	1012.3	40	11.3					Partially cloudy	partly-cloudy-night	10384099999,10389099999,10385099999
berlin	1992-07-09T23:00:00	23.5	23.5	9.3	40.37		0					27.2	153	1012.2	38.5	15.5					Partially cloudy	partly-cloudy-night	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-10T00:00:00	23.2	23.2	6.3	33.74		0					36.4	155	1011.7	0	11.9					Clear	clear-night	10384099999,10389099999,10385099999
berlin	1992-07-10T01:00:00	21.8	21.8	5.5	34.64		0					10.7	149	1011.4	0	11.9					Clear	clear-night	10384099999,10389099999,10385099999
berlin	1992-07-10T02:00:00	19.9	19.9	6.8	42.57		0					9.1	158	1011.2	0	20.3					Clear	clear-night	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-10T03:00:00	19.2	19.2	6.7	44.39		0					19.9	198	1010.6	0	11.9					Clear	clear-night	10384099999,10389099999,10385099999
berlin	1992-07-10T04:00:00	18.4	18.4	7.4	48.64		0					17	181	1009.9	30	11.9					Partially cloudy	partly-cloudy-night	10384099999,10389099999,10385099999
berlin	1992-07-10T05:00:00	17.2	17.2	7.8	54.11		0					10.9	162	1009.4	48.5	17					Partially cloudy	partly-cloudy-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-10T06:00:00	17.2	17.2	8.3	55.75		0					15.9	159	1009.1	50	11.5					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-10T07:00:00	17.2	17.2	8.8	57.48		0					18.3	148	1009.2	60	11.3					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-10T08:00:00	18.4	18.4	9.3	55.5		0					11.1	134	1008.7	88.5	16.8					Partially cloudy	partly-cloudy-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-10T09:00:00	20.4	20.4	9.7	50.4		0					11.4	130	1008.3	54.5	14.7					Partially cloudy	partly-cloudy-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-10T10:00:00	22.3	22.3	10.4	46.83		0					16.2	144	1007.7	60	11.1					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-10T11:00:00	24	24	11.5	45.37		0					20.6	139	1007.4	51.5	15.3					Partially cloudy	partly-cloudy-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-10T12:00:00	26.1	26.1	11.7	40.54		0					17.5	134	1007	50	11.1					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-10T13:00:00	27.2	26.7	9.9	33.73		0					15.6	157	1006.6	50	11.1					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-10T14:00:00	27.3	26.8	10	33.87		0					15.1	163	1006.1	50	14.9					Partially cloudy	partly-cloudy-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-10T15:00:00	27.8	27.1	10.1	33.06		0					15.2	174	1005.4	60	11.5					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-10T16:00:00	28.6	27.6	10	31.43		0					9.4	145	1004.5	85.5	15.5					Partially cloudy	partly-cloudy-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-10T17:00:00	29.2	28.1	10.1	30.37		0					13.6	172	1004.1	85.5	15.5					Partially cloudy	partly-cloudy-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-10T18:00:00	29	27.8	9.1	28.82		0					13.8	165	1003.9	80	11.5					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-10T19:00:00	29	27.7	7.9	26.51		0					11.5	206	1003.5	60	11.5					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-10T20:00:00	28.2	27	6.5	25.32		0					9.8	246	1003.8	90	15.5					Partially cloudy	partly-cloudy-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-10T21:00:00	26.9	26.2	5.7	25.92		0					11.5	270	1003.6	90	11.5					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-10T22:00:00	25.3	25.3	7.6	32.58		0					36.1	297	1004.2	90	10.7					Partially cloudy	partly-cloudy-night	10384099999,10389099999,10385099999
berlin	1992-07-10T23:00:00	22.9	22.9	14	57.35		0					36	318	1004.4	64.5	14.6					Partially cloudy	partly-cloudy-night	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-11T00:00:00	22.3	22.3	14.3	60.61		0					36.8	334	1004	50	10.2					Partially cloudy	partly-cloudy-night	10384099999,10389099999,10385099999
berlin	1992-07-11T01:00:00	21	21	14.4	66.01		0					27.5	315	1004.5	30	10.1					Partially cloudy	partly-cloudy-night	10384099999,10389099999,10385099999
berlin	1992-07-11T02:00:00	20.4	20.4	14.4	68.35		0					16.4	306	1005.3	77	12.4					Partially cloudy	partly-cloudy-night	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-11T03:00:00	19.9	19.9	14.3	70.2		0					12.1	300	1005.3	90	10.1					Partially cloudy	partly-cloudy-night	10384099999,10389099999,10385099999
berlin	1992-07-11T04:00:00	20.1	20.1	14.7	71.29		0					15.2	303	1005.4	100	10.1					Overcast	cloudy	10384099999,10389099999,10385099999
berlin	1992-07-11T05:00:00	19.6	19.6	14.8	73.85		0					16	323	1005.8	100	11.5					Overcast	cloudy	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-11T06:00:00	19.6	19.6	13.9	69.52		0					22.3	316	1006.3	90.7	8.3					Overcast	cloudy	10384099999,10389099999,10385099999
berlin	1992-07-11T07:00:00	18.9	18.9	15.5	80.59		0					20.2	338	1006.3	99.3	7.4					Overcast	cloudy	10384099999,10389099999,10385099999
berlin	1992-07-11T08:00:00	18.7	18.7	15	79.32		0					13.6	293	1007	99.5	6.4					Overcast	cloudy	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-11T09:00:00	18.8	18.8	15	78.89		0					19.8	312	1007.5	100	6.5					Overcast	cloudy	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-11T10:00:00	18.5	18.5	16.1	86.13		0					22.4	325	1007.7	100	4.1					Overcast	cloudy	10384099999,10389099999,10385099999
berlin	1992-07-11T11:00:00	17.6	17.6	16.4	92.84		0					17.8	333	1008.2	100	3.4					Overcast	cloudy	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-11T12:00:00	17.1	17.1	16.1	94.29		0					9	309	1009.3	90.7	3.9					Overcast	cloudy	10384099999,10385099999
berlin	1992-07-11T13:00:00	17.7	17.7	15.9	89.07		0					11.1	340	1008.7	100	5.7					Overcast	cloudy	10384099999,10389099999,10385099999
berlin	1992-07-11T14:00:00	20.1	20.1	16.2	78.24		0					1.3	171	1008.3	83	7					Partially cloudy	partly-cloudy-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-11T15:00:00	21.7	21.7	15.7	68.71		0					7	277	1008.3	90	9.1					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-11T16:00:00	21.3	21.3	15.9	71.42		0					14	295	1008.3	83.5	12.8					Partially cloudy	partly-cloudy-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-11T17:00:00	21.5	21.5	15.2	67.41		0					11.6	282	1008.3	90	12.7					Partially cloudy	partly-cloudy-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-11T18:00:00	21.3	21.3	15.5	69.65		0					14.3	292	1008.1	90	10.9					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-11T19:00:00	21.5	21.5	15.3	67.7		0					13.9	283	1007.9	90	10.9					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-11T20:00:00	20.6	20.6	15.3	71.68		0					12.2	278	1008.1	90	12.3					Partially cloudy	partly-cloudy-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-11T21:00:00	20.4	20.4	15.3	72.36		0					9.3	278	1008.1	90	10.1					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-11T22:00:00	20	20	15.4	74.54		0					9.3	260	1008.3	100	10					Overcast	cloudy	10389099999,10385099999
berlin	1992-07-11T23:00:00	19.5	19.5	15.2	75.95		0					14.7	253	1008.4	100	10.5					Overcast	cloudy	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-12T00:00:00	18.9	18.9	15.4	80.05		0					17.9	248	1008.6	100	10.7					Overcast	cloudy	10384099999,10389099999,10385099999
berlin	1992-07-12T01:00:00	17.7	17.7	16.5	93.01		0					20.1	272	1008.6	100	5.9					Overcast	cloudy	10384099999,10389099999,10385099999
berlin	1992-07-12T02:00:00	16.6	16.6	15.4	92.64		0					17.3	264	1008.7	100	5.8					Overcast	cloudy	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-12T03:00:00	16.4	16.4	15.4	93.9		0					18.9	257	1008.4	100	5.8					Overcast	cloudy	10384099999,10389099999,10385099999
berlin	1992-07-12T04:00:00	16.3	16.3	15.1	92.96		0					20.2	232	1008.1	100	9.6					Overcast	cloudy	10384099999,10389099999,10385099999
berlin	1992-07-12T05:00:00	15.6	15.6	13.8	88.9		0					20.1	223	1008.1	97	10.3					Overcast	cloudy	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-12T06:00:00	15.5	15.5	14.1	91.58		0					22.6	203	1008.2	77.8	5.9					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-12T07:00:00	15.5	15.5	14.3	92.49		0					23.4	201	1007.7	61.5	5.9					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-12T08:00:00	15.6	15.6	14.1	90.9		0					21.1	204	1007.8	67	6.7					Partially cloudy	partly-cloudy-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-12T09:00:00	16.2	16.2	14.2	87.63		0					22	201	1007.6	53.5	7.1					Partially cloudy	partly-cloudy-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-12T10:00:00	17.5	17.5	14.7	83.84		0					20.2	198	1007.6	40	7.3					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-12T11:00:00	19.5	19.5	14.7	74.07		0					15.5	175	1007.5	46.5	13.3					Partially cloudy	partly-cloudy-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-12T12:00:00	21.1	21.1	14.1	64.2		0					17.2	180	1007.4	41.5	11.7					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-12T13:00:00	22.3	22.3	14.5	61.32		0					17.9	165	1007	32.2	12					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-12T14:00:00	23.1	23.1	14.1	56.96		0					19.3	163	1007	57	15.9					Partially cloudy	partly-cloudy-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-12T15:00:00	23.5	23.5	13.9	54.86		0					22.3	164	1006.6	43	12.4					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-12T16:00:00	23.7	23.7	13.2	51.54		0					16.6	178	1006.4	57	16.8					Partially cloudy	partly-cloudy-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-12T17:00:00	22.1	22.1	14.8	63.39		0					17.6	169	1006.6	70	16.2					Partially cloudy	partly-cloudy-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-12T18:00:00	21.8	21.8	14.5	63.3		0					22.1	204	1006.6	61.5	12					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-12T19:00:00	22.7	22.7	12.9	53.96		0					23.2	223	1006.7	50.7	13.2					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-12T20:00:00	22.5	22.5	11.9	51.17		0					20.7	254	1007.6	66	18.2					Partially cloudy	partly-cloudy-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-12T21:00:00	20.7	20.7	13.1	61.71		0					21.5	254	1008.1	89.3	13.2					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-12T22:00:00	19.8	19.8	13.5	66.97		0					16.6	256	1008.8	87.8	13.2					Partially cloudy	partly-cloudy-night	10384099999,10389099999,10385099999
berlin	1992-07-12T23:00:00	17.4	17.4	13.8	79.73		0					6.2	262	1009.9	60	19					Partially cloudy	partly-cloudy-night	10381099999,10384099999,10385099999
berlin	1992-07-13T00:00:00	18.5	18.5	13.7	73.86		0					23.9	262	1010	50	12.2					Partially cloudy	partly-cloudy-night	10384099999,10389099999,10385099999
berlin	1992-07-13T01:00:00	17.8	17.8	13.9	77.9		0					26.6	257	1010.6	30	12.2					Partially cloudy	partly-cloudy-night	10384099999,10389099999,10385099999
berlin	1992-07-13T02:00:00	17.6	17.6	13.5	77.12		0					27.2	272	1011	30.5	21.2					Partially cloudy	partly-cloudy-night	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-13T03:00:00	17.2	17.2	13.5	79.09		0					40	287	1011.2	50	11.5					Partially cloudy	partly-cloudy-night	10384099999,10389099999,10385099999
berlin	1992-07-13T04:00:00	16.4	16.4	13.1	80.63		0					41.1	295	1011.7	10	10.7					Clear	clear-night	10384099999,10389099999,10385099999
berlin	1992-07-13T05:00:00	15.5	15.5	12.5	82.5		0					37.2	293	1012.4	10	12.7					Clear	clear-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-13T06:00:00	15	15	12.5	84.97		0					39.7	289	1013.2	10	10.4					Clear	clear-day	10384099999,10389099999,10385099999
berlin	1992-07-13T07:00:00	15.3	15.3	12.9	85.81		0					32.6	295	1014.1	13	11.3					Clear	clear-day	10384099999,10389099999,10385099999
berlin	1992-07-13T08:00:00	15.5	15.5	13	85.23		0					29.8	290	1015	90	14.1					Partially cloudy	partly-cloudy-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-13T09:00:00	16.7	16.7	12.7	77.16		0					22.6	288	1015.4	11.6	15					Clear	clear-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-13T10:00:00	18.9	18.9	12.7	67.5		0					25.1	278	1015.8	30.7	12.4					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-13T11:00:00	19.9	19.9	11.8	59.3		0					20.9	273	1016.1	40.5	19.2					Partially cloudy	partly-cloudy-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-13T12:00:00	21.5	21.5	11.4	52.71		0					20.2	260	1016.1	41.5	12.8					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-13T13:00:00	21.9	21.9	11.1	50.19		0					20.2	245	1016.1	32.2	12.8					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-13T14:00:00	22.9	22.9	10.5	45.34		0					20.4	257	1015.9	80	17.3					Partially cloudy	partly-cloudy-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-13T15:00:00	23.3	23.3	9.5	41.66		0					19.5	235	1015.6	90	12.2					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-13T16:00:00	23.7	23.7	9.5	40.47		0					20.8	241	1015.3	63	17.5					Partially cloudy	partly-cloudy-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-13T17:00:00	24.4	24.4	9.9	39.76		0					24.3	233	1014.8	80	17.5					Partially cloudy	partly-cloudy-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-13T18:00:00	24.2	24.2	9.7	39.87		0					17.9	230	1014.6	60	12.2					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-13T19:00:00	23.4	23.4	9.6	41.59		0					24.5	234	1014.3	90	12.2					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-13T20:00:00	23.5	23.5	9.9	42.05		0					26.7	238	1014.3	81.5	18.8					Partially cloudy	partly-cloudy-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-13T21:00:00	22.9	22.9	10.4	45.35		0					24.3	240	1014.4	90	11.9					Partially cloudy	partly-cloudy-day	10384099999,10389099999,10385099999
berlin	1992-07-13T22:00:00	22.3	22.3	9.3	43.62		0					32.9	247	1014.8	80	11.5					Partially cloudy	partly-cloudy-night	10384099999,10389099999,10385099999
berlin	1992-07-13T23:00:00	20.8	20.8	10.1	50.4		0					29.7	231	1014.5	41.5	23.3					Partially cloudy	partly-cloudy-night	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-14T00:00:00	19.9	19.9	9.9	52.65		0					36.1	232	1014.1	40	12.2					Partially cloudy	partly-cloudy-night	10384099999,10389099999,10385099999
berlin	1992-07-14T01:00:00	19.2	19.2	10.1	55.54		0					38.6	221	1013.9	60	11.9					Partially cloudy	partly-cloudy-night	10384099999,10389099999,10385099999
berlin	1992-07-14T02:00:00	18.7	18.7	10.5	58.95		0					35.2	220	1013.5	81.5	21.8					Partially cloudy	partly-cloudy-night	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-14T03:00:00	18.8	18.8	10.7	59.46		0					43.7	213	1013	90	12.8					Partially cloudy	partly-cloudy-night	10384099999,10389099999,10385099999
berlin	1992-07-14T04:00:00	18.5	18.5	10.7	60.61		0					51.4	213	1011.9	90	11.5					Partially cloudy	wind	10384099999,10389099999,10385099999
berlin	1992-07-14T05:00:00	18.4	18.4	11	62.25		0					45.6	218	1011.5	98.5	11.4					Overcast	cloudy	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-14T06:00:00	18.4	18.4	12.1	66.68		0					44.4	222	1011.3	99.3	11.7					Overcast	cloudy	10384099999,10389099999,10385099999
berlin	1992-07-14T07:00:00	16	16	14.1	88.23		0					21.9	210	1011.6	100	10.7					Overcast	cloudy	10384099999,10385099999
berlin	1992-07-14T08:00:00	16.2	16.2	15.1	93.27		0					50.9	217	1010.7	100	8.6					Overcast	wind	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-14T09:00:00	16.8	16.8	15.5	91.88		0					49.6	218	1010.9	86.5	10.5					Partially cloudy	wind	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-14T10:00:00	17.1	17.1	15.8	92.15		0					53.9	218	1010.7	100	10.9					Overcast	wind	10384099999,10389099999,10385099999
berlin	1992-07-14T11:00:00	17.5	17.5	16.3	92.51		0					42.7	220	1010.8	100	11					Overcast	cloudy	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-14T12:00:00	18.4	18.4	17.1	92.1		0					47.6	220	1010.7	100	11.1					Overcast	cloudy	10384099999,10389099999,10385099999
berlin	1992-07-14T13:00:00	18.9	18.9	17.1	89.14		0					45.3	220	1010.2	100	11.5					Overcast	cloudy	10384099999,10389099999,10385099999
berlin	1992-07-14T14:00:00	19.4	19.4	16.7	84.22		0					44.6	236	1010.3	97	14.2					Overcast	cloudy	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-14T15:00:00	20	20	16.1	78.25		0					42.8	247	1010.4	90.7	11.7					Overcast	cloudy	10384099999,10389099999,10385099999
berlin	1992-07-14T16:00:00	20.3	20.3	16	76.25		0					36	251	1011	83.5	16.6					Partially cloudy	partly-cloudy-day	10381099999,10384099999,10389099999,10385099999
berlin	1992-07-14T17:00:00	20.4	20.4	15.3	72.68		0					33.5	261	1011.3	90.5	18.9					Overcast	cloudy	10381099999,10384099999,10389099999,10385099999
